
Statistical table extracted on October 12, 2022 (15:26:22)
http://www.ine.pt



Geographic localization (NUTS -2013);Tractors by agricultural holding (No.) by Geographic localization (NUTS -2013) -  Decennial (1) ;
11A010916: Mozelos;0,1;
11A010917: Nogueira da Regedoura;0,4;
11A010919: Paços de Brandão;0,4;
11A010921: Rio Meão;0,1;
11A010922: Romariz;0,2;
11A010924: Sanguedo;0,3;
11A010925: Santa Maria de Lamas;0,1;
11A010926: São João de Ver;0,2;
11A010918: São Paio de Oleiros;0,2;
11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;0,2;
11A010933: União das freguesias de Canedo, Vale e Vila Maior;0,1;
11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;0,1;
11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;0,1;
11A010936: União de freguesias de São Miguel de Souto e Mosteirô;0,2;
11A1314: Santo Tirso;0,4;
11A131401: Agrela;0,4;
11A131402: Água Longa;0,6;
11A131405: Aves;0,4;
11A131413: Monte Córdova;0,3;
11A131430: Negrelos (São Tomé);0,4;
11A131416: Rebordões;0,6;
11A131418: Reguenga;0,5;
11A131419: Roriz;0,2;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;0,4;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);0,3;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;0,3;
11A131436: União das freguesias de Lamelas e Guimarei;0,4;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;0,5;
11A131432: Vilarinho;0,3;
11A0116: São João da Madeira;0,2;
11A011601: São João da Madeira;0,2;
11A1318: Trofa;0,8;
11A131806: Covelas;0,8;
11A131808: Muro;1;
11A131809: União das freguesias de Alvarelhos e Guidões;0,6;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);0,9;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);0,9;
11A0119: Vale de Cambra;0,2;
11A011901: Arões;0,1;
11A011903: Cepelos;0,2;
11A011905: Junqueira;0,1;
11A011906: Macieira de Cambra;0,2;
11A011907: Roge;0,1;
11A011902: São Pedro de Castelões;0,2;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;0,2;
11A1315: Valongo;0,5;
11A131501: Alfena;0,7;
11A131503: Ermesinde;0,7;
11A131506: União das freguesias de Campo e Sobrado;0,5;
11A131505: Valongo;0,3;
11A1316: Vila do Conde;1,1;
11A131602: Árvore;1,4;
11A131603: Aveleda;0,7;
11A131604: Azurara;1,1;
11A131607: Fajozes;1,6;
11A131610: Gião;1,2;
11A131611: Guilhabreu;1,1;
11A131612: Junqueira;1,1;
11A131613: Labruge;1,1;
11A131614: Macieira da Maia;1,1;
11A131616: Mindelo;1;
11A131617: Modivas;0,9;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;1,2;
11A131632: União das freguesias de Fornelo e Vairão;1,2;
11A131633: União das freguesias de Malta e Canidelo;0,7;
11A131634: União das freguesias de Retorta e Tougues;1,2;
11A131635: União das freguesias de Rio Mau e Arcos;1,1;
11A131636: União das freguesias de Touguinha e Touguinhó;1,3;
11A131637: União das freguesias de Vilar e Mosteiró;1,1;
11A131627: Vila Chã;1;
11A131628: Vila do Conde;0,9;
11A131630: Vilar de Pinheiro;0,8;
11A1317: Vila Nova de Gaia;0,3;
11A131701: Arcozelo;0,3;
11A131702: Avintes;0,4;
11A131703: Canelas;0,1;
11A131704: Canidelo;0,1;
11A131709: Madalena;0,2;
11A131712: Oliveira do Douro;0,3;
11A131717: São Félix da Marinha;0,2;
11A131725: União das freguesias de Grijó e Sermonde;0,2;
11A131726: União das freguesias de Gulpilhares e Valadares;0,6;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;0,1;
11A131728: União das freguesias de Pedroso e Seixezelo;0,3;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;0,2;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;0,2;
11A131731: União das freguesias de Serzedo e Perosinho;0,3;
11A131723: Vilar de Andorinho;0,1;
11B: Alto Tâmega;0,1;
11B1702: Boticas;0,2;
11B170217: Alturas do Barroso e Cerdedo;0,3;
11B170218: Ardãos e Bobadela;0,1;
11B170203: Beça;0,2;
11B170219: Boticas e Granja;0,1;
11B170220: Codessoso, Curros e Fiães do Tâmega;0,1;
11B170208: Covas do Barroso;0,2;
11B170210: Dornelas;0,1;
11B170213: Pinho;0,1;
11B170215: Sapiãos;0,2;
11B170221: Vilar e Viveiro;0,3;
11B1703: Chaves;0,1;
11B170301: Águas Frias;0,2;
11B170302: Anelhe;0,1;
11B170305: Bustelo;0,1;
11B170309: Cimo de Vila da Castanheira;0,1;
11B170310: Curalha;0,2;
11B170312: Ervededo;0,1;
11B170313: Faiões;0,1;
11B170314: Lama de Arcos;0,1;
11B170316: Mairos;0,2;
11B170317: Moreiras;0,1;
11B170318: Nogueira da Montanha;0,2;
11B170320: Oura;0,1;
11B170321: Outeiro Seco;0,1;
11B170322: Paradela;0,1;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);0,2;
11B170324: Redondelo;0,2;
11B170327: Sanfins;0,1;
11B170329: Santa Leocádia;0,2;
11B170350: Santa Maria Maior;0,2;
11B170330: Santo António de Monforte;0,1;
11B170331: Santo Estêvão;0,2;
11B170333: São Pedro de Agostém;0,1;
11B170334: São Vicente;0,2;
11B170340: Tronco;0,2;
11B170354: União das freguesias da Madalena e Samaiões;0,1;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;0,1;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;0,2;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;0,1;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;0,1;
11B170359: União das freguesias de Soutelo e Seara Velha;0,2;
11B170360: União das freguesias de Travancas e Roriz;0,2;
11B170341: Vale de Anta;0,1;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);0,1;
11B170343: Vila Verde da Raia;0,1;
11B170344: Vilar de Nantes;0,2;
11B170345: Vilarelho da Raia;0,1;
11B170347: Vilas Boas;0,2;
11B170349: Vilela do Tâmega;0,3;
11B170348: Vilela Seca;0,1;
11B1706: Montalegre;0,2;
11B170601: Cabril;0,1;
11B170603: Cervos;0,2;
11B170604: Chã;0,4;
11B170607: Covelo do Gerês;0;
11B170609: Ferral;0,2;
11B170612: Gralhas;0,2;
11B170616: Morgade;0,5;
11B170618: Negrões;0,4;
11B170619: Outeiro;0,2;
11B170623: Pitões das Junias;0,4;
11B170625: Reigoso;0,2;
11B170626: Salto;0,2;
11B170627: Santo André;0,2;
11B170629: Sarraquinhos;0,3;
11B170631: Solveira;0,1;
11B170632: Tourém;0,2;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;0,2;
11B170637: União das freguesias de Meixedo e Padornelos;0,1;
11B170638: União das freguesias de Montalegre e Padroso;0,2;
11B170639: União das freguesias de Paradela, Contim e Fiães;0,1;
11B170640: União das freguesias de Sezelhe e Covelães;0,3;
11B170641: União das freguesias de Venda Nova e Pondras;0,1;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;0,3;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;0,1;
11B170635: Vila da Ponte;0,4;
11B1709: Ribeira de Pena;0,1;
11B170901: Alvadia;0,1;
11B170902: Canedo;0,1;
11B170906: Santa Marinha;0;
11B170908: União das freguesias de Cerva e Limões;0,1;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;0,1;
11B1712: Valpaços;0,1;
11B171201: Água Revés e Crasto;0,1;
11B171203: Algeriz;0,2;
11B171205: Bouçoães;0,1;
11B171206: Canaveses;0,1;
11B171232: Carrazedo de Montenegro e Curros;0,1;
11B171209: Ervões;0,2;
11B171211: Fornos do Pinhal;0,1;
11B171212: Friões;0,1;
11B171233: Lebução, Fiães e Nozelos;0,1;
11B171215: Padrela e Tazem;0,1;
11B171216: Possacos;0,1;
11B171217: Rio Torto;0,2;
11B171219: Santa Maria de Emeres;0,1;
11B171220: Santa Valha;0,1;
11B171221: Santiago da Ribeira de Alhariz;0,1;
11B171222: São João da Corveira;0,1;
11B171223: São Pedro de Veiga de Lila;0;
11B171224: Serapicos;0,3;
11B171234: Sonim e Barreiros;0,1;
11B171235: Tinhela e Alvarelhos;0,2;
11B171227: Vales;0,2;
11B171236: Valpaços e Sanfins;0,1;
11B171229: Vassal;0,2;
11B171230: Veiga de Lila;0,1;
11B171231: Vilarandelo;0,1;
11B1713: Vila Pouca de Aguiar;0,2;
11B171302: Alfarela de Jales;0,1;
11B171319: Alvão;0,2;
11B171303: Bornes de Aguiar;0,2;
11B171304: Bragado;0,1;
11B171305: Capeludos;0,2;
11B171317: Sabroso de Aguiar;- -;
11B171310: Soutelo de Aguiar;0,3;
11B171311: Telões;0,2;
11B171312: Tresminas;0,2;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;0,1;
11B171313: Valoura;0,1;
11B171314: Vila Pouca de Aguiar;0,1;
11B171315: Vreia de Bornes;0,2;
11B171316: Vreia de Jales;0,1;
11C: Tâmega e Sousa;0,1;
11C1301: Amarante;0,1;
11C130103: Ansiães;0;
11C130107: Candemil;0,1;
11C130112: Fregim;0,1;
11C130115: Fridão;0,1;
11C130117: Gondar;0,1;
11C130134: Gouveia (São Simão);0,1;
11C130118: Jazente;0,1;
11C130119: Lomba;0,1;
11C130120: Louredo;0,1;
11C130121: Lufrei;0;
11C130123: Mancelos;0,1;
11C130126: Padronelo;0,2;
11C130128: Rebordelo;0;
11C130129: Salvador do Monte;0,1;
11C130135: Telões;0,1;
11C130136: Travanca;0,2;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;0,2;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;0,1;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;0;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);0,2;
11C130145: União das freguesias de Freixo de Cima e de Baixo;0,1;
11C130146: União das freguesias de Olo e Canadelo;0,2;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;0,1;
11C130138: Vila Caiz;0,1;
11C130139: Vila Chã do Marão;0,1;
11C130147: Vila Meã;0,1;
11C1302: Baião;0;
11C130204: Frende;0;
11C130205: Gestaçô;0;
11C130206: Gove;0;
11C130207: Grilo;0,1;
11C130208: Loivos do Monte;0,1;
11C130215: Santa Marinha do Zêzere;0;
11C130221: União das freguesias de Ancede e Ribadouro;0,1;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;0,1;
11C130223: União das freguesias de Campelo e Ovil;0;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;0,1;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;0,1;
11C130226: União das freguesias de Teixeira e Teixeiró;0;
11C130219: Valadares;0,1;
11C130220: Viariz;0;
11C0106: Castelo de Paiva;0,1;
11C010602: Fornos;0,1;
11C010606: Real;0,1;
11C010607: Santa Maria de Sardoura;0,1;
11C010608: São Martinho de Sardoura;0;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;0,2;
11C010611: União das freguesias de Sobrado e Bairros;0,1;
11C0305: Celorico de Basto;0,1;
11C030501: Agilde;0,2;
11C030502: Arnóia;0,1;
11C030520: Basto (São Clemente);0,1;
11C030503: Borba de Montanha;0,2;
11C030508: Codeçoso;0,1;
11C030510: Fervença;0;
11C030515: Moreira do Castelo;0;
11C030517: Rego;0,2;
11C030518: Ribas;0,1;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;0,1;
11C030524: União das freguesias de Caçarilhe e Infesta;0,1;
11C030525: União das freguesias de Canedo de Basto e Corgo;0;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);0;
11C030527: União das freguesias de Veade, Gagos e Molares;0,1;
11C030521: Vale de Bouro;0,1;
11C1804: Cinfães;0;
11C180403: Cinfães;0;
11C180404: Espadanedo;0,1;
11C180405: Ferreiros de Tendais;0;
11C180406: Fornelos;0;
11C180408: Moimenta;0;
11C180409: Nespereira;0;
11C180410: Oliveira do Douro;0;
11C180412: Santiago de Piães;0;
11C180413: São Cristóvão de Nogueira;0;
11C180414: Souselo;0;
11C180415: Tarouquela;0;
11C180416: Tendais;0;
11C180417: Travanca;0;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;0;
11C1303: Felgueiras;0,2;
11C130301: Aião;0,3;
11C130302: Airães;0,2;
11C130305: Friande;0,2;
11C130306: Idães;0,3;
11C130307: Jugueiros;0,1;
11C130313: Penacova;0,1;
11C130314: Pinheiro;0,2;
11C130315: Pombeiro de Ribavizela;0,1;
11C130317: Refontoura;0,1;
11C130318: Regilde;0,1;
11C130319: Revinhade;0,2;
11C130324: Sendim;0,2;
11C130334: União das freguesias de Macieira da Lixa e Caramos;0,1;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;0,2;
11C130336: União das freguesias de Pedreira, Rande e Sernande;0,1;
11C130337: União das freguesias de Torrados e Sousa;0,2;
11C130338: União das freguesias de Unhão e Lordelo;0,2;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;0,2;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);0,1;
11C130341: União das freguesias de Vila Verde e Santão;0,1;
11C1305: Lousada;0,2;
11C130502: Aveleda;0,2;
11C130504: Caíde de Rei;0,3;
11C130510: Lodares;0,2;
11C130512: Macieira;0,3;
11C130513: Meinedo;0,1;
11C130515: Nevogilde;0;
11C130524: Sousela;0,1;
11C130525: Torno;0,2;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);0,2;
11C130528: União das freguesias de Cristelos, Boim e Ordem;0,2;
11C130529: União das freguesias de Figueiras e Covas;0,2;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);0,1;
11C130531: União das freguesias de Nespereira e Casais;0,2;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;0,3;
11C130526: Vilar do Torno e Alentém;0,3;
11C1307: Marco de Canaveses;0,1;
11C130732: Alpendorada, Várzea e Torrão;0,1;
11C130733: Avessadas e Rosém;0,1;
11C130704: Banho e Carvalhosa;0,1;
11C130734: Bem Viver;0,1;
11C130705: Constance;0,1;
11C130736: Marco;0,1;
11C130737: Paredes de Viadores e Manhuncelos;0;
11C130738: Penha Longa e Paços de Gaiolo;0;
11C130739: Sande e São Lourenço do Douro;0,1;
11C130735: Santo Isidoro e Livração;0,2;
11C130722: Soalhães;0;
11C130723: Sobretâmega;0,1;
11C130724: Tabuado;0,1;
11C130740: Várzea, Aliviada e Folhada;0,1;
11C130741: Vila Boa de Quires e Maureles;0,1;
11C130730: Vila Boa do Bispo;0;
11C1309: Paços de Ferreira;0,2;
11C130902: Carvalhosa;0,1;
11C130904: Eiriz;0,1;
11C130905: Ferreira;0,1;
11C130906: Figueiró;0,2;
11C130917: Frazão Arreigada;0,2;
11C130908: Freamunde;0,1;
11C130910: Meixomil;0,2;
11C130918: Paços de Ferreira;0,2;
11C130913: Penamaior;0,2;
11C130914: Raimonda;0,2;
11C130919: Sanfins Lamoso Codessos;0,2;
11C130916: Seroa;0,2;
11C1311: Penafiel;0,1;
11C131101: Abragão;0,1;
11C131102: Boelhe;0,1;
11C131103: Bustelo;0,1;
11C131104: Cabeça Santa;0,2;
11C131105: Canelas;0,1;
11C131106: Capela;0,1;
11C131107: Castelões;0,1;
11C131108: Croca;0,1;
11C131109: Duas Igrejas;0,1;
11C131110: Eja;0,2;
11C131112: Fonte Arcada;0,2;
11C131113: Galegos;0,1;
11C131141: Guilhufe e Urrô;0,2;
11C131115: Irivo;0,1;
11C131142: Lagares e Figueira;0,2;
11C131140: Luzim e Vila Cova;0,1;
11C131121: Oldrões;0,1;
11C131122: Paço de Sousa;0,2;
11C131139: Penafiel;0,1;
11C131125: Perozelo;0,1;
11C131128: Rans;0,2;
11C131132: Recezinhos (São Mamede);0,2;
11C131133: Recezinhos (São Martinho);0,1;
11C131129: Rio de Moinhos;0,2;
11C131138: Rio Mau;0;
11C131134: Sebolido;0,1;
11C131143: Termas de São Vicente;0,2;
11C131136: Valpedre;0,1;
11C1813: Resende;0;
11C181302: Barrô;0;
11C181303: Cárquere;0;
11C181310: Paus;0;
11C181311: Resende;0,1;
11C181312: São Cipriano;0;
11C181313: São João de Fontoura;0;
11C181314: São Martinho de Mouros;0;
11C181316: União das freguesias de Anreade e São Romão de Aregos;0,1;
11C181317: União das freguesias de Felgueiras e Feirão;0;
11C181318: União das freguesias de Freigil e Miomães;0;
11C181319: União das freguesias de Ovadas e Panchorra;0;
11D: Douro;0,1;
11D1701: Alijó;0,1;
11D170101: Alijó;0,2;
11D170107: Favaios;0,1;
11D170108: Pegarinhos;0;
11D170109: Pinhão;0,5;
11D170112: Sanfins do Douro;0;
11D170113: Santa Eugénia;0;
11D170114: São Mamede de Ribatua;0;
11D170120: União das freguesias de Carlão e Amieiro;0;
11D170121: União das freguesias de Castedo e Cotas;0,1;
11D170122: União das freguesias de Pópulo e Ribalonga;0,1;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;0,1;
11D170116: Vila Chã;0,1;
11D170117: Vila Verde;0,2;
11D170118: Vilar de Maçada;0;
11D1801: Armamar;0,1;
11D180101: Aldeias;0,1;
11D180120: Armamar;0,1;
11D180104: Cimbres;0,1;
11D180106: Folgosa;0;
11D180107: Fontelo;0,1;
11D180109: Queimada;0,1;
11D180110: Queimadela;0,1;
11D180111: Santa Cruz;0,3;
11D180114: São Cosmado;0,1;
11D180115: São Martinho das Chãs;0,4;
11D180121: União das freguesias de Aricera e Goujoim;0,1;
11D180122: União das freguesias de São Romão e Santiago;0,1;
11D180123: União das freguesias de Vila Seca e Santo Adrião;0;
11D180118: Vacalar;0;
11D0403: Carrazeda de Ansiães;0,1;
11D040304: Carrazeda de Ansiães;0,1;
11D040306: Fonte Longa;0,1;
11D040308: Linhares;0,1;
11D040309: Marzagão;0,2;
11D040311: Parambos;0,1;
11D040312: Pereiros;0;
11D040313: Pinhal do Norte;0;
11D040314: Pombal;0,1;
11D040316: Seixo de Ansiães;0,1;
11D040320: União das freguesias de Amedo e Zedes;0,2;
11D040321: União das freguesias de Belver e Mogo de Malta;0,1;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;0;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;0,1;
11D040318: Vilarinho da Castanheira;0,1;
11D0404: Freixo de Espada à Cinta;0,1;
11D040404: Ligares;0;
11D040406: Poiares;0,1;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;0,1;
11D040408: União das freguesias de Lagoaça e Fornos;0,1;
11D1805: Lamego;0,1;
11D180502: Avões;0,1;
11D180504: Britiande;0,2;
11D180505: Cambres;0;
11D180507: Ferreirim;0,1;
11D180508: Ferreiros de Avões;0;
11D180509: Figueira;0;
11D180510: Lalim;0,1;
11D180525: Lamego (Almacave e Sé);0,1;
11D180511: Lazarim;0;
11D180516: Penajóia;0;
11D180517: Penude;0;
11D180519: Samodães;0,2;
11D180520: Sande;0;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;0,1;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;0,1;
11D180528: União das freguesias de Parada do Bispo e Valdigem;0,1;
11D180523: Várzea de Abrunhais;0,1;
11D180524: Vila Nova de Souto d'El-Rei;0,1;
11D1704: Mesão Frio;0;
11D170401: Barqueiros;0;
11D170402: Cidadelhe;0,2;
11D170408: Mesão Frio (Santo André);0;
11D170403: Oliveira;0;
11D170407: Vila Marim;0;
11D1807: Moimenta da Beira;0,3;
11D180702: Alvite;0,4;
11D180703: Arcozelos;0,2;
11D180705: Baldos;0,2;
11D180706: Cabaços;0,1;
11D180707: Caria;0,2;
11D180708: Castelo;0,2;
11D180709: Leomil;0,4;
11D180710: Moimenta da Beira;0,2;
11D180713: Passô;0,3;
11D180716: Vila da Rua;0,3;
11D180717: Sarzedo;0,2;
11D180719: Sever;0,3;
11D180721: União das freguesias de Paradinha e Nagosa;0,1;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;0,3;
11D180723: União das freguesias de Peva e Segões;0,2;
11D180720: Vilar;0,2;
11D1707: Murça;0,1;
11D170701: Candedo;0;
11D170703: Fiolhoso;0,1;
11D170704: Jou;0,1;
11D170705: Murça;0,2;
11D170710: União das freguesias de Carva e Vilares;0,1;
11D170711: União das freguesias de Noura e Palheiros;0,2;
11D170708: Valongo de Milhais;0,1;
11D1812: Penedono;0,2;
11D181202: Beselga;0,1;
11D181203: Castainço;0,2;
11D181207: Penela da Beira;0,2;
11D181208: Póvoa de Penela;0,1;
11D181209: Souto;0,2;
11D181210: União das freguesias de Antas e Ourozinho;0,2;
11D181211: União das freguesias de Penedono e Granja;0,2;
11D1708: Peso da Régua;0,1;
11D170802: Fontelas;0;
11D170805: Loureiro;0;
11D170809: Sedielos;0,1;
11D170813: União das freguesias de Galafura e Covelinhas;0,1;
11D170814: União das freguesias de Moura Morta e Vinhós;0;
11D170815: União das freguesias de Peso da Régua e Godim;0,1;
11D170816: União das freguesias de Poiares e Canelas;0,1;
11D170810: Vilarinho dos Freires;0;
11D1710: Sabrosa;0,1;
11D171001: Celeirós;0,1;
11D171002: Covas do Douro;0,1;
11D171004: Gouvinhas;0,1;
11D171007: Paços;0,1;
11D171005: Parada de Pinhão;0;
11D171009: Sabrosa;0;
11D171011: São Lourenço de Ribapinhão;0,1;
11D171013: Souto Maior;0;
11D171014: Torre do Pinhão;0,1;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;0;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;0,1;
11D171015: Vilarinho de São Romão;0,1;
11D1711: Santa Marta de Penaguião;0;
11D171101: Alvações do Corgo;0;
11D171102: Cumieira;0;
11D171103: Fontes;0;
11D171106: Medrões;0;
11D171110: Sever;0;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;0;
11D171112: União das freguesias de Louredo e Fornelos;0;
11D1815: São João da Pesqueira;0,1;
11D181501: Castanheiro do Sul;0,1;
11D181502: Ervedosa do Douro;0,1;
11D181504: Nagozelo do Douro;0;
11D181505: Paredes da Beira;0,1;
11D181507: Riodades;0;
11D181509: Soutelo do Douro;0,1;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;0,1;
11D181516: União das freguesias de Trevões e Espinhosa;0,1;
11D181517: União das freguesias de Vilarouco e Pereiros;0;
11D181511: Vale de Figueira;0;
11D181512: Valongo dos Azeites;0;
11D1818: Sernancelhe;0,2;
11D181801: Arnas;0,2;
11D181802: Carregal;0,2;
11D181803: Chosendo;0,3;
11D181804: Cunha;0,3;
11D181806: Faia;0,2;
11D181810: Granjal;0,2;
11D181811: Lamosa;0,3;
11D181814: Quintela;0,4;
11D181818: União das freguesias de Ferreirim e Macieira;0,2;
11D181819: União das freguesias de Fonte Arcada e Escurquela;0,1;
11D181820: União das freguesias de Penso e Freixinho;0,1;
11D181821: União das freguesias de Sernancelhe e Sarzeda;0,3;
11D181817: Vila da Ponte;0,1;
11D1819: Tabuaço;0,1;
11D181901: Adorigo;0,1;
11D181902: Arcos;0,1;
11D181904: Chavães;0,1;
11D181905: Desejosa;0;
11D181906: Granja do Tedo;0;
11D181908: Longa;0;
11D181913: Sendim;0,2;
11D181914: Tabuaço;0,1;
11D181918: União das freguesias de Barcos e Santa Leocádia;0,1;
11D181919: União das freguesias de Paradela e Granjinha;0,1;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;0;
11D181921: União das freguesias de Távora e Pereiro;0,1;
11D181917: Valença do Douro;0,1;
11D1820: Tarouca;0,1;
11D182004: Mondim da Beira;0,2;
11D182005: Salzedas;0;
11D182006: São João de Tarouca;0,1;
11D182011: União das freguesias de Gouviães e Ucanha;0,1;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;0,1;
11D182013: União das freguesias de Tarouca e Dálvares;0,1;
11D182009: Várzea da Serra;0;
11D0409: Torre de Moncorvo;0,1;
11D040901: Açoreira;0;
11D040903: Cabeça Boa;0;
11D040905: Carviçais;0,1;
11D040906: Castedo;0,1;
11D040909: Horta da Vilariça;0,2;
11D040910: Larinho;0,1;
11D040911: Lousa;0,1;
11D040913: Mós;0;
11D040916: Torre de Moncorvo;0,1;
11D040918: União das freguesias de Adeganha e Cardanha;0,1;
11D040919: União das freguesias de Felgar e Souto da Velha;0,1;
11D040920: União das freguesias de Felgueiras e Maçores;0;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;0,1;
11D0914: Vila Nova de Foz Côa;0,1;
11D091401: Almendra;0,1;
11D091402: Castelo Melhor;0;
11D091403: Cedovim;0;
11D091404: Chãs;0,2;
11D091405: Custóias;0;
11D091418: Freixo de Numão;0;
11D091407: Horta;0,1;
11D091410: Muxagata;0,1;
11D091411: Numão;0;
11D091412: Santa Comba;0,2;
11D091414: Sebadelhe;0,1;
11D091415: Seixas;0;
11D091416: Touça;0,3;
11D091419: Vila Nova de Foz Côa;0;
11D1714: Vila Real;0,1;
11D171401: Abaças;0,1;
11D171403: Andrães;0,1;
11D171404: Arroios;0,1;
11D171406: Campeã;0,2;
11D171409: Folhadela;0,1;
11D171410: Guiães;0,1;
11D171414: Lordelo;0,1;
11D171415: Mateus;0,1;
11D171416: Mondrões;0;
11D171420: Parada de Cunhos;0,1;
11D171426: Torgueda;0,1;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;0,1;
11D171432: União das freguesias de Borbela e Lamas de Olo;0,1;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;0,1;
11D171434: União das freguesias de Mouçós e Lamares;0,1;
11D171435: União das freguesias de Nogueira e Ermida;0;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;0,2;
11D171437: União das freguesias de São Tomé do Castelo e Justes;0,2;
11D171429: Vila Marim;0;
11D171438: Vila Real;0,1;
11E: Terras de Trás-os-Montes;0,3;
11E0401: Alfândega da Fé;0,1;
11E040102: Alfândega da Fé;0,1;
11E040103: Cerejais;0,1;
11E040111: Sambade;0,1;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;0,2;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;0,1;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;0,1;
11E040124: União das freguesias de Gebelim e Soeima;0,1;
11E040125: União das freguesias de Parada e Sendim da Ribeira;0,2;
11E040126: União das freguesias de Pombal e Vales;0,1;
11E040118: Vilar Chão;0,3;
11E040119: Vilarelhos;0,2;
11E040120: Vilares de Vilariça;0,1;
11E0402: Bragança;0,3;
11E040201: Alfaião;0,3;
11E040203: Babe;0,4;
11E040204: Baçal;0,4;
11E040206: Carragosa;0,3;
11E040209: Castro de Avelãs;0,4;
11E040210: Coelhoso;0,4;
11E040212: Donai;0,3;
11E040213: Espinhosela;0,2;
11E040215: França;0,1;
11E040216: Gimonde;0,2;
11E040217: Gondesende;0,3;
11E040218: Gostei;0,4;
11E040219: Grijó de Parada;0,3;
11E040221: Macedo do Mato;0,2;
11E040224: Mós;0,3;
11E040225: Nogueira;0,4;
11E040226: Outeiro;0,2;
11E040229: Parâmio;0,2;
11E040230: Pinela;0,2;
11E040232: Quintanilha;0,2;
11E040233: Quintela de Lampaças;0,2;
11E040234: Rabal;0,2;
11E040236: Rebordãos;0,4;
11E040239: Salsas;0,2;
11E040240: Samil;0,5;
11E040241: Santa Comba de Rossas;0,2;
11E040244: São Pedro de Sarracenos;0,4;
